20180103010150,18752000,19080000,18510000,18830000
20180103010150,18752000,19080000,18510000,18830000
20180103010151,18752000,19080000,18510000,18830000
20180103010151,18752000,19080000,18510000,18830000
20180103010152,18752000,19080000,18510000,18830000
20180103010152,18752000,19080000,18510000,18830000
20180103010153,18752000,19080000,18510000,18830000
20180103010153,18749000,19080000,18510000,18834000
20180103010154,18749000,19080000,18510000,18834000
20180103010154,18749000,19080000,18510000,18834000
20180103010155,18749000,19080000,18510000,18834000
20180103010155,18749000,19080000,18510000,18834000
20180103010155,18749000,19080000,18510000,18834000
20180103010156,18749000,19080000,18510000,18834000
20180103010156,18749000,19080000,18510000,18834000
20180103010157,18749000,19080000,18510000,18834000
20180103010157,18749000,19080000,18510000,18834000
20180103010158,18749000,19080000,18510000,18823000
20180103010158,18749000,19080000,18510000,18823000
20180103010159,18749000,19080000,18510000,18823000
20180103010159,18749000,19080000,18510000,18823000
20180103010200,18749000,19080000,18510000,18823000
20180103010200,18749000,19080000,18510000,18823000
20180103010201,18749000,19080000,18510000,18823000
20180103010201,18749000,19080000,18510000,18823000
20180103010201,18749000,19080000,18510000,18823000
20180103010202,18749000,19080000,18510000,18823000
20180103010202,18740000,19080000,18510000,18830000
20180103010203,18740000,19080000,18510000,18830000
20180103010203,18740000,19080000,18510000,18830000
20180103010204,18740000,19080000,18510000,18830000
20180103010204,18740000,19080000,18510000,18830000
20180103010205,18740000,19080000,18510000,18830000
20180103010205,18740000,19080000,18510000,18830000
20180103010206,18740000,19080000,18510000,18830000
20180103010206,18740000,19080000,18510000,18830000
20180103010207,18740000,19080000,18510000,18830000
20180103010207,18740000,19080000,18510000,18830000
20180103010208,18740000,19080000,18510000,18830000
20180103010208,18740000,19080000,18510000,18830000
20180103010209,18740000,19080000,18510000,18830000
20180103010209,18740000,19080000,18510000,18830000
20180103010210,18740000,19080000,18510000,18830000
20180103010210,18740000,19080000,18510000,18830000
20180103010210,18740000,19080000,18510000,18830000
20180103010211,18740000,19080000,18510000,18830000
20180103010211,18740000,19080000,18510000,18830000
20180103010212,18740000,19080000,18510000,18829000
20180103010213,18740000,19080000,18510000,18829000
20180103010213,18740000,19080000,18510000,18829000
20180103010213,18740000,19080000,18510000,18829000
20180103010214,18740000,19080000,18510000,18829000
20180103010214,18740000,19080000,18510000,18829000
20180103010215,18740000,19080000,18510000,18829000
20180103010216,18740000,19080000,18510000,18829000
20180103010216,18740000,19080000,18510000,18829000
20180103010217,18740000,19080000,18510000,18829000
20180103010217,18750000,19080000,18510000,18835000
20180103010218,18750000,19080000,18510000,18835000
20180103010218,18750000,19080000,18510000,18835000
20180103010219,18750000,19080000,18510000,18835000
20180103010219,18750000,19080000,18510000,18835000
20180103010220,18750000,19080000,18510000,18835000
20180103010220,18750000,19080000,18510000,18835000
20180103010221,18750000,19080000,18510000,18835000
20180103010221,18750000,19080000,18510000,18835000
20180103010222,18745000,19080000,18510000,18826000
20180103010222,18745000,19080000,18510000,18826000
20180103010223,18745000,19080000,18510000,18826000
20180103010223,18745000,19080000,18510000,18826000
20180103010224,18745000,19080000,18510000,18826000
20180103010224,18745000,19080000,18510000,18826000
20180103010225,18745000,19080000,18510000,18826000
20180103010225,18745000,19080000,18510000,18826000
20180103010226,18740000,19080000,18510000,18826000
20180103010226,18740000,19080000,18510000,18826000
20180103010227,18740000,19080000,18510000,18826000
20180103010227,18740000,19080000,18510000,18826000
20180103010228,18740000,19080000,18510000,18826000
20180103010228,18740000,19080000,18510000,18826000
20180103010229,18740000,19080000,18510000,18826000
20180103010229,18740000,19080000,18510000,18826000
20180103010230,18740000,19080000,18510000,18826000
20180103010230,18740000,19080000,18510000,18826000
20180103010231,18740000,19080000,18510000,18826000
20180103010231,18740000,19080000,18510000,18826000
20180103010232,18740000,19080000,18510000,18826000
20180103010232,18740000,19080000,18510000,18826000
20180103010232,18740000,19080000,18510000,18826000
20180103010233,18740000,19080000,18510000,18826000
20180103010233,18740000,19080000,18510000,18826000
20180103010234,18740000,19080000,18510000,18826000
20180103010234,18740000,19080000,18510000,18826000
20180103010235,18740000,19080000,18510000,18825000
20180103010235,18740000,19080000,18510000,18825000
20180103010236,18740000,19080000,18510000,18825000
20180103010236,18740000,19080000,18510000,18825000
20180103010237,18740000,19080000,18510000,18825000
20180103010237,18740000,19080000,18510000,18825000
20180103010238,18740000,19080000,18510000,18825000
20180103010239,18740000,19080000,18510000,18825000
20180103010239,18740000,19080000,18510000,18825000
20180103010240,18740000,19080000,18510000,18826000
20180103010240,18740000,19080000,18510000,18826000
20180103010241,18740000,19080000,18510000,18826000
20180103010241,18740000,19080000,18510000,18826000
20180103010242,18740000,19080000,18510000,18826000
20180103010242,18740000,19080000,18510000,18826000
20180103010243,18740000,19080000,18510000,18826000
20180103010243,18740000,19080000,18510000,18826000
20180103010244,18740000,19080000,18510000,18826000
20180103010244,18739000,19080000,18510000,18825000
20180103010245,18739000,19080000,18510000,18825000
20180103010245,18739000,19080000,18510000,18825000
20180103010246,18739000,19080000,18510000,18825000
20180103010246,18739000,19080000,18510000,18825000
20180103010247,18739000,19080000,18510000,18825000
20180103010247,18739000,19080000,18510000,18825000
20180103010248,18739000,19080000,18510000,18825000
20180103010248,18739000,19080000,18510000,18825000
